From.Grade,To.Grade,Is.Non.Annual.,Days,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Cancelled.Pax,Total.Discount.Pax,CRM.Segment,Parent.Meeting.Flag,Total.School.Enrollment,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,Retained.in.2012.
8,8,0,5,1550,25,5,0.568,11,4,5,1,540,0.136,0,44,48,1550,1,193,193,0.081481481,0.916666667,4,1
7,12,0,5,1699,5,1,0.5,5,1,7,1,160,0.2,0,10,11,1699,1,188,188,0.0625,0.909090909,1,0
6,8,1,6,2195,1,1,0.046,2,3,10,1,283,0.136,0,22,25,2195,1,222,222,0.077738516,0.88,3,0
9,12,0,7,2562,14,4,0.737,4,4,8,1,1000,0.211,0,19,23,2562,1,342,342,0.019,0.826086957,4,0
7,8,0,2,399,8,0,0.276,0,2,10,1,350,0.069,0,29,31,399,1,182,182,0.082857143,0.935483871,2,1
4,4,0,2,587,6,0,0.171,1,1,5,1,327,0.029,1,35,36,587,1,215,215,0.107033639,0.972222222,1,1
4,4,0,2,587,6,2,0.171,4,1,5,1,327,0.143,1,35,36,587,1,215,215,0.107033639,0.972222222,1,1
6,8,0,3,695,11,4,0.333,13,3,2,1,200,0.03,0,33,36,695,1,180,180,0.165,0.916666667,3,0
8,8,0,4,1099,11,3,0.647,3,1,10,1,926,0.059,0,17,18,1099,2,335,209,0.018358531,0.944444444,1,1
6,8,1,4,1468,5,0,0.625,0,1,10,1,870,0.25,0,8,9,1468,1,218,218,0.009195402,0.888888889,1,0
10,10,0,4,1632,4,2,0.364,2,2,5,1,1125,0.546,0,11,13,1632,1,190,190,0.009777778,0.846153846,2,0
8,8,0,5,781,15,4,0.556,5,2,10,1,1003,0.407,0,27,29,781,2,336,222,0.026919242,0.931034483,2,1
7,8,0,5,1932,12,4,0.857,6,2,10,1,400,0.071,0,14,16,1932,1,229,229,0.035,0.875,2,0
7,8,1,5,2074,2,5,0.4,5,1,5,1,984,0.2,0,5,6,2074,1,203,203,0.005081301,0.833333333,1,0
8,9,0,5,2020,17,2,0.5,5,2,5,1,650,0.235,0,34,36,2020,2,203,202,0.052307692,0.944444444,2,1
8,8,0,5,1980,7,2,0.636,3,1,5,1,492,0,0,11,12,1980,2,222,203,0.022357724,0.916666667,1,0
7,8,1,5,1999,7,3,0.636,8,2,5,1,710,0.273,0,11,13,1999,1,217,217,0.015492958,0.846153846,2,0
7,8,0,5,1955,4,5,0.333,10,1,10,1,168,0.25,0,12,13,1955,1,179,179,0.071428571,0.923076923,1,0
8,8,0,3,993,27,3,0.575,3,4,10,1,318,0.234,0,47,51,993,1,225,225,0.147798742,0.921568627,4,1
7,8,1,3,1322,9,0,0.563,1,1,10,1,422,0.438,0,16,17,1322,2,365,196,0.037914692,0.941176471,1,0
7,8,1,4,1499,33,4,0.524,6,5,10,1,250,0.381,0,63,68,1499,1,210,210,0.252,0.926470588,5,0
4,4,0,1,419,2,0,0.222,0,1,4,1,895,0,0,9,10,419,2,314,209,0.010055866,0.9,1,0
3,5,1,1,419,7,2,0.636,2,1,11,1,100,0.273,1,11,12,419,2,350,239,0.11,0.916666667,1,0
8,8,0,3,570,33,0,0.471,0,4,2,1,860,0.114,0,70,74,570,1,214,214,0.081395349,0.945945946,4,1
8,8,0,5,1802,28,4,0.539,5,5,5,1,787,0.192,0,52,57,1802,1,196,196,0.066073698,0.912280702,5,1
8,8,0,6,1200,16,3,0.615,2,5,10,1,426,0.192,0,26,31,1200,1,217,217,0.061032864,0.838709677,5,0
6,8,1,7,2459,13,0,0.52,0,1,6,1,1026,0.16,0,25,26,2459,1,203,203,0.024366472,0.961538462,1,0
8,8,0,7,2195,18,3,0.529,5,3,5,1,313,0.206,0,34,37,2195,1,220,220,0.108626198,0.918918919,3,0
7,8,0,7,2434,14,4,0.737,5,2,7,1,900,0.105,0,19,21,2434,2,346,325,0.021111111,0.904761905,2,0
9,12,1,7,2569,34,5,0.739,6,3,8,1,530,0.261,0,46,49,2569,1,206,206,0.086792453,0.93877551,3,0
7,8,1,6,2161,20,8,0.476,10,4,5,1,500,0.262,0,42,46,2161,1,208,208,0.084,0.913043478,4,0
8,8,0,5,2558,13,1,0.482,2,3,5,1,1100,0.037,0,27,30,2558,2,397,200,0.024545455,0.9,3,1
6,8,1,5,2199,16,0,0.533,0,3,10,1,225,0.2,0,30,33,2199,2,361,187,0.133333333,0.909090909,3,0
5,8,0,6,927,51,2,0.864,4,6,1,1,182,0.407,0,59,65,927,2,404,206,0.324175824,0.907692308,6,0
8,8,0,5,1999,24,0,0.686,1,4,5,1,620,0.314,0,35,39,1999,1,220,220,0.056451613,0.897435897,4,1
7,8,1,5,1998,18,4,0.487,8,2,10,1,168,0.297,0,37,39,1998,2,362,347,0.220238095,0.948717949,2,0
8,8,0,5,2034,27,3,0.711,3,3,5,1,325,0.29,0,38,41,2034,1,377,377,0.116923077,0.926829268,3,1
7,8,1,5,2523,16,8,0.533,12,4,5,1,621,0.2,0,30,34,2523,2,244,235,0.048309179,0.882352941,4,0
8,8,0,5,1938,26,3,0.634,3,3,5,1,777,0.268,0,41,44,1938,1,227,227,0.052767053,0.931818182,3,1
8,8,0,5,2019,20,5,0.714,6,2,5,1,1200,0.25,0,28,30,2019,1,207,207,0.023333333,0.933333333,2,0
8,8,0,7,2314,40,19,0.571,26,6,5,1,800,0.471,1,70,76,2314,1,208,208,0.0875,0.921052632,6,1
7,8,1,6,2213,36,0,0.643,1,3,5,1,521,0.304,0,56,59,2213,1,220,220,0.107485605,0.949152542,3,0
8,8,0,4,725,37,5,0.698,10,4,10,1,800,0.264,0,53,57,725,1,223,223,0.06625,0.929824561,4,1
8,8,1,4,1810,9,2,0.643,4,2,10,1,182,0.214,0,14,16,1810,1,242,242,0.076923077,0.875,2,0
8,8,0,5,1880,14,4,0.452,7,3,5,1,750,0.194,0,31,34,1880,1,230,230,0.041333333,0.911764706,3,1
7,8,0,5,2211,9,3,0.391,3,3,5,1,330,0.087,0,23,26,2211,1,235,235,0.06969697,0.884615385,3,0
6,6,0,5,1975,0,0,0,0,5,4,1,283,0,0,46,51,1975,1,234,234,0.16254417,0.901960784,5,1
8,8,0,4,769,56,1,0.539,2,18,1,1,2000,0.125,0,104,122,769,1,181,181,0.052,0.852459016,18,1
7,7,0,3,810,50,3,0.633,4,6,10,1,1500,0.317,0,79,85,810,1,215,215,0.052666667,0.929411765,6,1
8,8,0,5,1992,10,6,0.588,7,2,10,1,172,0.118,0,17,19,1992,2,368,228,0.098837209,0.894736842,2,0
7,8,0,5,1999,4,3,0.4,7,1,10,1,164,0.2,0,10,11,1999,2,349,215,0.06097561,0.909090909,1,0
8,8,0,5,1999,2,1,0.333,3,1,5,1,282,0.333,0,6,7,1999,2,362,216,0.021276596,0.857142857,1,1
8,8,0,5,1999,15,2,0.682,5,3,10,1,172,0.227,0,22,25,1999,1,271,271,0.127906977,0.88,3,1
8,8,0,5,1920,27,1,0.75,0,2,5,1,350,0.306,0,36,38,1920,1,221,221,0.102857143,0.947368421,2,1
6,8,0,5,1855,12,1,0.75,1,1,6,1,500,0.125,0,16,17,1855,2,340,214,0.032,0.941176471,1,1
8,8,0,5,2015,24,5,0.8,4,3,5,1,841,0.3,0,30,33,2015,1,215,215,0.035671819,0.909090909,3,1
8,8,0,5,2029,16,1,0.941,1,2,5,1,270,0.118,0,17,19,2029,2,364,214,0.062962963,0.894736842,2,1
7,8,1,5,2048,21,4,0.7,1,2,5,1,351,0.367,0,30,32,2048,1,230,230,0.085470085,0.9375,2,1
8,8,0,5,1888,6,2,0.2,3,5,5,1,434,0.6,0,30,35,1888,2,433,223,0.069124424,0.857142857,5,1
9,11,0,5,1999,4,1,0.444,1,1,3,1,180,0.111,0,9,10,1999,2,356,207,0.05,0.9,1,0
8,8,0,5,2050,9,0,0.6,1,3,5,1,290,0.2,0,15,18,2050,2,333,235,0.051724138,0.833333333,3,0
4,8,0,5,2235,2,4,0.2,8,1,4,1,750,0.1,0,10,11,2235,1,220,220,0.013333333,0.909090909,1,1
6,8,0,5,1999,1,5,0.077,10,1,5,1,262,0,0,13,14,1999,1,168,168,0.049618321,0.928571429,1,0
6,6,0,5,1097,21,1,0.382,3,2,10,1,340,0.091,1,55,57,1097,1,215,215,0.161764706,0.964912281,2,1
8,8,0,5,2149,26,4,0.684,4,5,5,1,1400,0.158,0,38,43,2149,1,214,214,0.027142857,0.88372093,5,1
8,8,0,5,2080,15,5,0.652,5,2,5,1,598,0.261,0,23,25,2080,1,214,214,0.038461538,0.92,2,1
8,8,0,6,2211,19,3,0.514,4,3,5,1,1000,0.189,0,37,40,2211,1,202,202,0.037,0.925,3,1
8,8,0,6,2126,17,0,0.607,0,3,5,1,343,0.214,0,28,31,2126,1,217,217,0.081632653,0.903225806,3,1
8,8,0,5,2083,11,0,0.611,0,3,5,1,285,0.167,0,18,21,2083,2,412,235,0.063157895,0.857142857,3,1
7,8,1,6,2033,13,7,0.482,7,3,5,1,465,0.185,1,27,30,2033,1,223,223,0.058064516,0.9,3,1
8,8,0,6,2029,17,5,0.63,6,3,5,1,1100,0.407,1,27,30,2029,1,225,225,0.024545455,0.9,3,1
8,8,0,6,1899,33,5,0.402,8,7,5,1,1100,0.329,1,82,89,1899,1,223,223,0.074545455,0.921348315,7,1
8,8,0,5,2487,8,4,0.444,8,3,5,1,829,0.222,0,18,21,2487,1,210,210,0.021712907,0.857142857,3,1
8,8,0,6,1749,3,2,0.158,2,2,5,1,700,0.053,0,19,21,1749,1,167,167,0.027142857,0.904761905,2,1
7,8,0,7,2689,15,2,0.556,3,2,10,1,250,0.222,0,27,29,2689,1,243,243,0.108,0.931034483,2,1
8,8,0,4,1516,2,2,0.667,1,1,1,1,673,0,0,3,4,1516,1,348,348,0.004457652,0.75,1,1
8,8,0,4,1114,4,1,0.308,2,2,2,1,309,0.154,0,13,15,1114,1,222,222,0.042071197,0.866666667,2,0
8,8,0,4,959,44,1,0.657,3,11,5,1,476,0.194,0,67,78,959,1,222,222,0.140756303,0.858974359,11,0
6,6,0,4,1436,22,1,0.647,3,2,4,1,932,0.265,0,34,36,1436,2,378,243,0.036480687,0.944444444,2,1
7,7,0,4,1582,12,1,0.6,1,2,1,1,285,0.2,0,20,22,1582,1,223,223,0.070175439,0.909090909,2,1
8,8,0,4,1745,4,12,0.444,12,4,4,1,450,0.222,0,9,13,1745,1,229,229,0.02,0.692307692,4,1
8,8,0,4,1796,7,0,0.467,2,1,4,1,108,0.267,0,15,16,1796,2,397,243,0.138888889,0.9375,1,1
7,7,0,4,1851,2,0,0.25,0,1,9,1,105,0.125,0,8,9,1851,1,209,209,0.076190476,0.888888889,1,1
6,8,0,4,1587,15,0,0.714,3,2,10,1,926,0.048,0,21,23,1587,1,209,209,0.022678186,0.913043478,2,0
8,8,0,5,732,43,6,0.642,7,10,10,1,561,0.194,0,67,77,732,1,218,218,0.11942959,0.87012987,10,1
8,8,0,5,682,28,3,0.651,9,3,10,1,696,0.07,0,43,46,682,1,209,209,0.061781609,0.934782609,3,1
7,8,0,4,656,4,1,0.667,3,1,2,1,398,0.167,0,6,7,656,2,229,215,0.015075377,0.857142857,1,1
7,7,0,4,1455,54,8,0.667,8,8,10,1,822,0.173,0,81,89,1455,1,222,222,0.098540146,0.91011236,8,1
8,8,0,5,2039,16,4,0.762,2,2,5,1,518,0.095,0,21,23,2039,2,362,243,0.040540541,0.913043478,2,1
7,8,0,5,2170,2,1,0.25,4,1,5,1,796,0.25,0,8,9,2170,2,391,236,0.010050251,0.888888889,1,1
7,8,0,5,1952,2,2,0.2,3,1,5,1,188,0.5,0,10,11,1952,1,243,243,0.053191489,0.909090909,1,0
6,8,0,5,1999,8,2,0.364,4,2,5,1,300,0.091,0,22,24,1999,1,208,208,0.073333333,0.916666667,2,0
7,8,0,5,1999,4,5,0.571,7,2,10,1,792,0,0,7,9,1999,2,377,237,0.008838384,0.777777778,2,0
9,10,0,5,1868,2,4,0.286,4,1,8,1,875,0.143,0,7,8,1868,1,231,231,0.008,0.875,1,0
8,8,0,5,815,36,5,0.507,6,8,10,1,812,0.155,0,71,79,815,1,229,229,0.087438424,0.898734177,8,1
7,8,1,5,1895,24,7,0.5,7,3,5,1,360,0.229,0,48,51,1895,1,216,216,0.133333333,0.941176471,3,0
8,8,0,5,2165,4,0,0.444,0,1,10,1,183,0.333,0,9,10,2165,1,211,211,0.049180328,0.9,1,1
7,8,0,5,1659,32,9,0.821,11,5,10,1,370,0.154,0,39,44,1659,1,223,223,0.105405405,0.886363636,5,1
8,8,0,5,1999,20,2,0.541,3,2,5,1,712,0.054,0,37,39,1999,1,209,209,0.051966292,0.948717949,2,0
8,8,0,3,1133,38,11,0.731,11,4,5,1,1300,0.308,0,52,56,1133,1,216,216,0.04,0.928571429,4,1
8,10,0,5,749,18,2,0.783,2,1,10,1,375,0.261,0,23,24,749,2,244,204,0.061333333,0.958333333,1,0
7,8,0,3,779,35,2,0.368,4,19,10,1,536,0.19,0,95,114,779,1,255,255,0.177238806,0.833333333,19,0
8,8,0,5,1699,24,2,0.75,4,3,10,1,664,0.25,0,32,35,1699,1,237,237,0.048192771,0.914285714,3,1
4,4,0,2,609,64,9,0.621,11,4,5,1,575,0.233,1,103,107,609,1,239,239,0.179130435,0.962616822,4,1
7,7,0,2,299,47,3,0.618,2,7,10,1,1061,0.211,0,76,83,299,1,224,224,0.071630537,0.915662651,7,1
4,4,0,2,612,14,2,0.275,3,2,4,1,450,0.118,1,51,53,612,1,225,225,0.113333333,0.962264151,2,1
8,8,0,3,1029,30,1,0.577,3,3,10,1,703,0.077,0,52,55,1029,1,226,226,0.073968706,0.945454545,3,1
8,8,0,4,1356,28,5,0.636,5,6,10,1,580,0.159,0,44,50,1356,1,218,218,0.075862069,0.88,6,1
6,8,0,4,1965,11,9,0.44,5,3,10,1,742,0.16,0,25,28,1965,2,360,254,0.033692722,0.892857143,3,1
5,8,0,4,2078,12,4,0.571,6,2,4,1,633,0.333,0,21,23,2078,1,247,247,0.033175355,0.913043478,2,1
8,8,0,3,746,43,4,0.683,3,5,5,1,921,0.302,0,63,68,746,1,253,253,0.068403909,0.926470588,5,1
8,8,0,5,767,68,9,0.42,12,15,5,1,710,0.358,0,162,177,767,2,400,225,0.228169014,0.915254237,15,1
8,8,0,5,1689,23,2,0.46,1,4,5,1,487,0.24,1,50,54,1689,1,260,260,0.102669405,0.925925926,4,1
8,8,0,5,1705,13,0,0.684,1,1,1,1,50,0.474,0,19,20,1705,2,364,246,0.38,0.95,1,1
4,4,0,1,429,0,0,0,3,7,5,1,1000,0,1,66,73,429,1,246,246,0.066,0.904109589,7,1
4,4,0,1,402,33,5,0.579,6,2,4,1,1250,0.158,1,57,59,402,1,211,211,0.0456,0.966101695,2,0
7,8,0,4,1316,15,7,0.652,16,2,10,1,750,0.174,0,23,25,1316,2,360,232,0.030666667,0.92,2,1
7,7,0,3,813,30,0,0.462,1,1,4,1,575,0.139,0,65,66,813,1,218,218,0.113043478,0.984848485,1,1
7,8,0,5,1841,18,2,0.529,4,4,7,1,790,0.177,0,34,38,1841,1,191,191,0.043037975,0.894736842,4,0
8,8,0,5,1911,16,0,0.615,0,3,5,1,417,0.192,0,26,29,1911,2,347,220,0.06235012,0.896551724,3,1
8,8,0,6,2285,26,8,0.542,14,9,5,1,835,0.083,0,48,57,2285,1,247,247,0.05748503,0.842105263,9,1
8,8,0,6,1994,41,11,0.621,10,9,5,1,854,0.379,1,66,75,1994,1,226,226,0.077283372,0.88,9,1
8,8,0,6,2621,23,3,0.535,5,3,10,1,215,0.302,0,43,46,2621,2,397,228,0.2,0.934782609,3,1
8,8,0,5,937,31,1,0.585,2,7,10,1,274,0.189,0,53,60,937,2,340,234,0.193430657,0.883333333,7,1
7,7,0,7,2522,26,2,0.703,4,5,5,1,350,0.108,0,37,42,2522,1,186,186,0.105714286,0.880952381,5,1
9,10,0,7,2115,30,3,0.361,5,6,5,1,336,0.181,1,83,89,2115,1,218,218,0.24702381,0.93258427,6,0
6,8,1,6,2405,4,0,0.444,1,1,10,1,190,0.444,0,9,10,2405,1,241,241,0.047368421,0.9,1,0
3,7,1,7,2519,7,0,0.389,0,2,4,1,325,0.389,0,18,20,2519,1,249,249,0.055384615,0.9,2,0
8,8,0,5,1195,2,0,0.028,5,6,10,1,600,0,0,71,77,1195,1,199,199,0.118333333,0.922077922,6,1
7,7,0,4,1561,45,6,0.652,18,9,10,1,1000,0.058,1,69,78,1561,1,213,213,0.069,0.884615385,9,1
5,5,0,5,1876,26,1,0.565,1,4,4,1,280,0.13,0,46,50,1876,1,227,227,0.164285714,0.92,4,1
7,8,1,5,1844,23,4,0.622,7,2,5,1,350,0.378,0,37,39,1844,2,377,222,0.105714286,0.948717949,2,1
8,8,0,5,1763,0,0,0,2,4,5,1,380,0,0,43,47,1763,1,241,241,0.113157895,0.914893617,4,1
6,8,1,5,2010,10,2,0.556,4,2,1,1,98,0.167,0,18,20,2010,1,258,258,0.183673469,0.9,2,0
8,8,0,5,1470,0,1,0,3,1,10,1,600,0,0,17,18,1470,1,200,200,0.028333333,0.944444444,1,1
8,8,0,6,1089,37,17,0.822,20,8,10,1,900,0.156,0,45,53,1089,2,383,222,0.05,0.849056604,8,1
8,8,0,6,2198,13,1,0.591,0,2,5,1,302,0.227,0,22,24,2198,1,368,368,0.072847682,0.916666667,2,1
8,8,0,6,2209,30,11,0.429,12,7,5,1,500,0.229,1,70,77,2209,1,228,228,0.14,0.909090909,7,1
8,8,0,6,2176,2,0,0.667,0,1,10,1,203,0,1,3,4,2176,1,248,248,0.014778325,0.75,1,1
8,8,0,5,929,27,1,0.6,1,3,10,1,694,0.2,0,45,48,929,1,262,262,0.064841499,0.9375,3,0
8,8,0,7,2229,40,13,0.635,12,9,8,1,602,0.302,1,63,72,2229,1,214,214,0.104651163,0.875,9,1
8,8,0,5,664,42,3,0.483,6,15,10,1,852,0.207,1,87,102,664,1,195,195,0.102112676,0.852941176,15,0
8,8,0,5,940,21,2,0.467,9,4,10,1,370,0.111,0,45,49,940,2,424,230,0.121621622,0.918367347,4,1
6,8,1,5,767,19,8,0.38,17,4,10,1,885,0.24,0,50,54,767,1,228,228,0.056497175,0.925925926,4,0
8,8,0,5,1475,33,0,0.846,2,4,10,1,392,0.18,0,39,43,1475,1,244,244,0.099489796,0.906976744,4,1
8,8,0,5,1657,26,6,0.619,7,5,10,1,673,0.024,0,42,47,1657,1,250,250,0.062407132,0.893617021,5,1
8,8,0,5,1339,74,5,0.622,7,8,10,1,1179,0.185,1,119,127,1339,1,229,229,0.100932994,0.937007874,8,1
7,7,0,5,2025,12,3,0.48,1,2,6,1,654,0.08,0,25,27,2025,1,222,222,0.0382263,0.925925926,2,1
8,8,0,5,1699,19,2,0.5,2,3,10,1,693,0.184,0,38,41,1699,1,235,235,0.054834055,0.926829268,3,1
5,6,1,5,1799,25,0,0.368,1,4,4,1,314,0.265,0,68,72,1799,1,236,236,0.21656051,0.944444444,4,0
8,8,0,5,1844,11,0,0.786,0,1,10,1,192,0.357,0,14,15,1844,1,237,237,0.072916667,0.933333333,1,1
8,8,1,5,2056,3,1,1,1,1,10,1,107,0.333,0,3,4,2056,2,266,237,0.028037383,0.75,1,0
7,8,1,5,1849,22,3,0.647,5,2,5,1,412,0.206,1,34,36,1849,1,237,237,0.082524272,0.944444444,2,0
8,8,0,5,1929,23,0,0.697,1,4,5,1,341,0.091,0,33,37,1929,1,195,195,0.096774194,0.891891892,4,1
8,8,0,4,746,139,13,0.732,16,15,10,1,1200,0.29,0,190,205,746,1,216,216,0.158333333,0.926829268,15,1
7,8,0,6,944,20,10,0.952,13,2,10,1,510,0.048,0,21,23,944,2,363,221,0.041176471,0.913043478,2,0
8,8,0,6,775,101,28,0.697,37,9,10,1,899,0.152,0,145,154,775,1,242,242,0.161290323,0.941558442,9,1
8,8,0,6,1980,25,5,0.5,6,3,5,1,566,0.12,0,50,53,1980,1,229,229,0.088339223,0.943396226,3,1
8,8,0,6,2649,8,4,0.533,6,2,5,1,234,0.067,1,15,17,2649,2,350,216,0.064102564,0.882352941,2,1
5,8,0,3,944,35,0,0.778,6,3,1,1,654,0.111,0,45,48,944,1,140,140,0.068807339,0.9375,3,1
8,8,0,4,1452,12,1,0.375,1,4,2,1,353,0.156,0,32,36,1452,1,243,243,0.090651558,0.888888889,4,1
8,8,0,4,802,160,13,0.721,16,17,5,1,726,0.135,0,222,239,802,1,229,229,0.305785124,0.928870293,17,1
8,8,0,4,768,29,3,0.569,5,5,10,1,1061,0.235,0,51,56,768,1,224,224,0.048067861,0.910714286,5,1
5,5,0,4,1276,30,6,0.732,8,3,4,1,450,0.171,0,41,44,1276,1,236,236,0.091111111,0.931818182,3,1
8,8,0,5,1666,44,4,0.759,6,8,10,1,700,0.155,0,58,66,1666,1,224,224,0.082857143,0.878787879,8,1
7,8,0,5,1694,41,3,0.683,4,3,10,1,532,0.267,0,60,63,1694,1,211,211,0.112781955,0.952380952,3,1
7,8,1,5,2078,16,3,0.421,6,2,10,1,170,0.158,0,38,40,2078,2,421,245,0.223529412,0.95,2,0
8,8,0,5,790,30,2,0.435,4,8,10,1,335,0.145,0,69,77,790,1,244,244,0.205970149,0.896103896,8,1
8,8,0,5,1263,17,4,0.447,6,3,5,1,1100,0.421,0,38,41,1263,1,259,259,0.034545455,0.926829268,3,1
8,8,1,5,712,28,2,0.549,4,4,10,1,803,0.275,0,51,55,712,2,271,236,0.063511831,0.927272727,4,1
8,8,0,5,765,40,1,0.526,0,7,10,1,650,0.184,0,76,83,765,2,406,259,0.116923077,0.915662651,7,1
8,8,0,5,1810,16,4,0.222,4,8,10,1,50,0.111,0,72,80,1810,1,210,210,1.44,0.9,8,1
8,8,0,7,2329,12,7,0.5,5,2,5,1,207,0.208,0,24,26,2329,2,369,250,0.115942029,0.923076923,2,1
8,8,0,3,1106,31,5,0.66,6,5,5,1,950,0.404,0,47,52,1106,2,342,230,0.049473684,0.903846154,5,1
4,5,1,3,756,9,0,0.243,0,1,4,1,198,0.027,1,37,38,756,1,223,223,0.186868687,0.973684211,1,0
8,8,0,5,846,13,0,0.351,4,4,10,1,730,0.162,0,37,41,846,1,218,218,0.050684932,0.902439024,4,1
8,8,0,5,1719,14,3,0.667,3,2,10,1,245,0.143,1,21,23,1719,1,247,247,0.085714286,0.913043478,2,1
8,8,0,5,1806,23,11,0.535,13,4,10,1,538,0.302,0,43,47,1806,2,344,253,0.079925651,0.914893617,4,1
7,8,1,6,2630,11,3,0.579,2,3,10,1,112,0.105,0,19,22,2630,1,247,247,0.169642857,0.863636364,3,0
4,4,0,1,393,0,0,0,3,1,4,1,180,0,1,36,37,393,1,247,247,0.2,0.972972973,1,1
8,8,0,3,1557,35,7,0.796,7,4,5,1,442,0.114,1,44,48,1557,2,219,199,0.099547511,0.916666667,4,1
7,8,1,3,746,8,2,0.615,2,3,10,1,544,0.154,0,13,16,746,1,203,203,0.023897059,0.8125,3,1
7,8,0,3,1259,10,1,0.625,4,2,10,1,1127,0.5,0,16,18,1259,2,247,211,0.014196983,0.888888889,2,1
8,8,0,4,1614,29,1,0.744,2,5,10,1,742,0.256,0,39,44,1614,2,351,227,0.052560647,0.886363636,5,1
8,8,0,4,1499,8,5,0.296,6,3,10,1,1278,0.148,0,27,30,1499,1,224,224,0.021126761,0.9,3,1
8,8,0,4,620,15,3,0.484,3,2,10,1,1000,0.194,0,31,33,620,2,342,232,0.031,0.939393939,2,1
6,8,0,4,1499,13,1,0.52,1,2,10,1,1974,0.24,0,25,27,1499,1,224,224,0.01266464,0.925925926,2,1
8,8,0,4,1478,4,1,0.571,1,1,5,1,400,0.286,0,7,8,1478,2,357,226,0.0175,0.875,1,1
8,8,0,4,1672,5,0,0.714,2,2,1,1,430,0,0,7,9,1672,1,219,219,0.01627907,0.777777778,2,0
4,4,0,1,156,0,0,0,2,3,5,1,541,0,1,107,110,156,1,228,228,0.197781885,0.972727273,3,1
4,5,1,1,417,17,1,0.425,5,1,4,1,85,0.1,1,40,41,417,1,206,206,0.470588235,0.975609756,1,0
8,8,0,4,1299,18,7,0.667,19,2,10,1,1058,0.148,0,27,29,1299,1,212,212,0.025519849,0.931034483,2,1
8,8,0,4,1299,25,4,0.694,7,5,10,1,965,0.25,0,36,41,1299,2,219,24,0.037305699,0.87804878,5,1
7,7,0,4,1444,48,6,0.615,14,10,5,1,405,0.372,0,78,88,1444,1,234,234,0.192592593,0.886363636,10,1
5,5,0,3,849,12,5,0.444,3,2,4,1,303,0,0,27,29,849,1,234,234,0.089108911,0.931034483,2,1
5,5,0,3,849,8,1,0.444,4,2,4,1,319,0.111,0,18,20,849,1,227,227,0.056426332,0.9,2,1
8,8,0,7,1930,51,8,0.607,9,13,5,1,310,0.071,1,84,97,1930,1,233,233,0.270967742,0.865979381,13,1
8,8,0,3,927,23,5,0.561,6,4,10,1,740,0.22,0,41,45,927,1,227,227,0.055405405,0.911111111,4,1
8,8,0,5,2303,6,1,0.4,1,2,5,1,743,0.133,0,15,17,2303,2,355,241,0.020188425,0.882352941,2,1
8,8,0,5,2100,12,0,0.857,1,1,10,1,92,0.071,0,14,15,2100,1,226,226,0.152173913,0.933333333,1,1
4,5,1,5,1876,0,2,0,2,2,4,1,365,0,0,19,21,1876,2,355,229,0.052054795,0.904761905,2,0
8,8,0,6,2260,10,0,0.526,0,3,5,1,700,0.105,1,19,22,2260,1,215,215,0.027142857,0.863636364,3,1
8,8,0,6,2260,31,0,0.633,0,5,5,1,700,0.102,1,49,54,2260,1,240,240,0.07,0.907407407,5,1
8,8,0,6,1164,29,7,0.853,11,3,10,1,672,0.294,0,34,37,1164,2,356,248,0.050595238,0.918918919,3,1
8,8,1,4,1430,39,11,0.619,19,6,10,1,220,0.349,1,63,69,1430,1,236,236,0.286363636,0.913043478,6,0
8,8,0,4,1445,6,0,0.857,0,1,10,1,365,0,0,7,8,1445,1,250,250,0.019178082,0.875,1,1
6,6,0,5,2123,12,1,1,2,1,5,1,320,0,0,12,13,2123,1,215,215,0.0375,0.923076923,1,1
5,6,1,5,1648,30,5,0.667,3,3,4,1,586,0.244,0,45,48,1648,2,389,228,0.076791809,0.9375,3,0
8,8,0,5,2038,14,1,0.539,0,2,5,1,261,0.154,0,26,28,2038,1,243,243,0.099616858,0.928571429,2,0
8,8,0,5,1704,0,0,0,1,7,1,1,392,0,0,44,51,1704,1,251,251,0.112244898,0.862745098,7,1
8,8,0,5,1999,26,1,0.743,0,2,5,1,240,0.429,0,35,37,1999,1,245,245,0.145833333,0.945945946,2,1
8,8,0,5,781,22,4,0.333,12,8,2,1,400,0.061,1,66,74,781,1,236,236,0.165,0.891891892,8,1
8,8,0,4,1407,0,0,0,9,7,5,1,1052,0,0,85,92,1407,1,248,248,0.080798479,0.923913043,7,1
7,8,1,5,1849,25,8,0.568,17,4,4,1,484,0.205,0,44,48,1849,1,258,258,0.090909091,0.916666667,4,0
8,8,0,5,1958,24,2,0.585,4,2,5,1,261,0.244,0,41,43,1958,1,243,243,0.157088123,0.953488372,2,1
8,8,0,5,2395,6,0,0.353,1,2,10,1,960,0.177,0,17,19,2395,2,356,249,0.017708333,0.894736842,2,1
8,8,1,5,2341,3,4,0.5,6,1,5,1,1559,0,0,6,7,2341,1,214,214,0.003848621,0.857142857,1,0
8,8,0,4,460,18,1,0.391,2,5,10,1,857,0.261,0,46,51,460,1,193,193,0.053675613,0.901960784,5,0
